Institution code (UKPRN)	Institution name	Institution sort order	Main panel	Unit of assessment number	Unit of assessment name	Multiple submission letter	Multiple submission name	Joint submission	Profile	FTE Category A staff submitted	4*	3*	2*	1*	unclassified
H-0114	University of Cambridge	24	C	17	Geography, Environmental Studies & Archaeology				Overall	88.02	30	30	40	0	0
H-0114	University of Cambridge	24	C	18	Economics & Econometrics				Overall	38	30	45	25	0	0
H-0114	University of Cambridge	24	C	19	Business & Management Studies				Overall	45.4	35	40	20	5	0
H-0114	University of Cambridge	24	C	20	Law				Overall	83.27	25	35	35	5	0
H-0114	University of Cambridge	24	C	21	Politics & International Studies				Overall	26	20	30	30	20	0
H-0114	University of Cambridge	24	C	23	Sociology				Overall	21	20	35	35	10	0
H-0114	University of Cambridge	24	C	24	Anthropology & Development Studies				Overall	30.8	35	25	30	10	0
H-0114	University of Cambridge	24	C	25	Education				Overall	49.6	30	35	25	10	0
H-0114	University of Cambridge	24	D	27	Area Studies				Overall	33	15	35	30	15	5
H-0114	University of Cambridge	24	D	28	Modern Languages				Overall	90	30	30	30	10	0
H-0114	University of Cambridge	24	D	29	English Language & Literature				Overall	70.45	40	25	25	10	0
H-0114	University of Cambridge	24	D	30	History				Overall	102	40	25	25	10	0
H-0114	University of Cambridge	24	D	31	Classics				Overall	40.1	45	25	30	0	0
H-0114	University of Cambridge	24	D	32	Philosophy				Overall	54	25	40	30	5	0
H-0114	University of Cambridge	24	D	33	Theology & Religious Studies				Overall	32	35	25	35	5	0
H-0114	University of Cambridge	24	D	34	Art & Design: History, Practice, Theory				Overall	12	10	50	40	0	0
H-0114	University of Cambridge	24	D	35	Music, Drama, Dance, Performing Arts				Overall	14.75	45	40	10	5	0
H-0012	Canterbury Christ Church University	25	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	10.6	0	5	25	45	25
H-0012	Canterbury Christ Church University	25	C	25	Education				Overall	19	10	25	35	25	5
H-0012	Canterbury Christ Church University	25	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	12	0	20	40	35	5
H-0012	Canterbury Christ Church University	25	D	29	English Language & Literature				Overall	11	0	20	25	50	5
H-0012	Canterbury Christ Church University	25	D	30	History				Overall	11	0	30	45	20	5
H-0012	Canterbury Christ Church University	25	D	33	Theology & Religious Studies				Overall	5.7	0	20	25	50	5
H-0012	Canterbury Christ Church University	25	D	35	Music, Drama, Dance, Performing Arts				Overall	7.4	10	20	45	25	0
H-0179	Cardiff University	26	A	1	Clinical Medicine				Overall	120.02	5	40	45	10	0
H-0179	Cardiff University	26	A	2	Public Health, Health Services & Primary Care				Overall	11.9	5	60	30	5	0
H-0179	Cardiff University	26	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	87.67	15	35	35	10	5
H-0179	Cardiff University	26	A	4	Psychology, Psychiatry & Neuroscience				Overall	80.65	25	45	25	5	0
H-0179	Cardiff University	26	A	5	Biological Sciences				Overall	53.9	15	40	35	10	0
H-0179	Cardiff University	26	B	7	Earth Systems & Environmental Sciences				Overall	37	15	55	25	5	0
H-0179	Cardiff University	26	B	8	Chemistry				Overall	36.57	10	50	40	0	0
H-0179	Cardiff University	26	B	9	Physics				Overall	32.3	5	45	30	20	0
H-0179	Cardiff University	26	B	10	Mathematical Sciences				Overall	30.45	5	35	45	15	0
H-0179	Cardiff University	26	B	11	Computer Science & Informatics				Overall	22.15	20	50	25	5	0
H-0179	Cardiff University	26	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	25.6	20	45	30	5	0
H-0179	Cardiff University	26	B	13	Elec Engineering, Metallurgy & Materials				Overall	18.26	10	40	45	5	0
H-0179	Cardiff University	26	B	14	Civil and Construction Engineering				Overall	21.3	25	65	10	0	0
H-0179	Cardiff University	26	C	16	Architecture, Built Environment & Planning				Overall	65.7	30	35	25	10	0
H-0179	Cardiff University	26	C	17	Geography, Environmental Studies & Archaeology				Overall	21.33	15	40	35	10	0
H-0179	Cardiff University	26	C	19	Business & Management Studies				Overall	114.85	35	35	25	5	0
H-0179	Cardiff University	26	C	20	Law				Overall	24.85	25	35	35	5	0
H-0179	Cardiff University	26	C	23	Sociology				Overall	61.4	25	30	35	10	0
H-0179	Cardiff University	26	D	27	Area Studies				Overall	33.4	15	30	35	20	0
H-0179	Cardiff University	26	D	28	Modern Languages				Overall	8	15	40	30	15	0
H-0179	Cardiff University	26	D	29	English Language & Literature				Overall	44.2	35	25	30	10	0
H-0179	Cardiff University	26	D	30	History				Overall	29	10	35	40	15	0
H-0179	Cardiff University	26	D	32	Philosophy				Overall	8	5	25	60	10	0
H-0179	Cardiff University	26	D	33	Theology & Religious Studies				Overall	12	5	30	55	5	5
H-0179	Cardiff University	26	D	35	Music, Drama, Dance, Performing Arts				Overall	13.2	15	55	20	10	0
H-0179	Cardiff University	26	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	16.5	45	30	20	5	0
H-0010	Central School of Speech and Drama	27	D	35	Music, Drama, Dance, Performing Arts				Overall	11.2	15	40	30	15	0
H-0053	University of Central Lancashire	28	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	41.2	10	10	45	25	10
H-0053	University of Central Lancashire	28	A	4	Psychology, Psychiatry & Neuroscience				Overall	30.9	5	15	50	30	0
H-0053	University of Central Lancashire	28	B	9	Physics				Overall	22.2	5	35	45	15	0
H-0053	University of Central Lancashire	28	B	15	General Engineering				Overall	5.6	0	30	50	20	0
H-0053	University of Central Lancashire	28	C	16	Architecture, Built Environment & Planning				Overall	6	5	35	40	15	5
H-0053	University of Central Lancashire	28	C	17	Geography, Environmental Studies & Archaeology				Overall	5	5	15	45	35	0
H-0053	University of Central Lancashire	28	C	19	Business & Management Studies				Overall	26	5	25	35	30	5
H-0053	University of Central Lancashire	28	C	20	Law				Overall	17.6	0	15	35	45	5
H-0053	University of Central Lancashire	28	C	21	Politics & International Studies				Overall	10	0	5	20	65	10
H-0053	University of Central Lancashire	28	C	22	Social Work & Social Policy				Overall	14.14	10	30	40	20	0
H-0053	University of Central Lancashire	28	C	25	Education				Overall	11.6	0	5	25	50	20
H-0053	University of Central Lancashire	28	D	28	Modern Languages				Overall	6	15	25	55	5	0
H-0053	University of Central Lancashire	28	D	29	English Language & Literature				Overall	9	0	20	50	30	0
H-0053	University of Central Lancashire	28	D	30	History				Overall	15.2	10	25	40	25	0
H-0053	University of Central Lancashire	28	D	34	Art & Design: History, Practice, Theory				Overall	13.9	0	15	25	50	10
H-0053	University of Central Lancashire	28	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	11	15	20	35	30	0
H-0011	University of Chester	29	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	13.8	0	15	30	45	10
H-0011	University of Chester	29	B	10	Mathematical Sciences				Overall	5.8	0	15	45	35	5
H-0011	University of Chester	29	C	17	Geography, Environmental Studies & Archaeology				Overall	4	0	10	45	40	5
H-0011	University of Chester	29	C	22	Social Work & Social Policy				Overall	10.8	0	15	40	40	5
H-0011	University of Chester	29	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	5.8	5	20	40	30	5
H-0011	University of Chester	29	D	29	English Language & Literature				Overall	6	5	15	45	35	0
H-0011	University of Chester	29	D	30	History				Overall	3.2	15	30	35	15	5
H-0011	University of Chester	29	D	33	Theology & Religious Studies				Overall	5.75	0	30	55	15	0
H-0011	University of Chester	29	D	34	Art & Design: History, Practice, Theory				Overall	4.7	0	5	5	75	15
H-0011	University of Chester	29	D	35	Music, Drama, Dance, Performing Arts				Overall	3.95	5	25	70	0	0
H-0082	University of Chichester	30	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	11.8	5	15	40	40	0
H-0082	University of Chichester	30	D	29	English Language & Literature				Overall	7.5	0	25	45	30	0
H-0082	University of Chichester	30	D	30	History				Overall	5	0	30	45	20	5
H-0082	University of Chichester	30	D	33	Theology & Religious Studies				Overall	3.4	0	15	60	20	5
H-0082	University of Chichester	30	D	35	Music, Drama, Dance, Performing Arts				Overall	5.95	0	40	45	10	5
H-0115	City University London	31	A	2	Public Health, Health Services & Primary Care				Overall	5.75	0	5	45	45	5
H-0115	City University London	31	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	90.95	10	25	35	20	10
H-0115	City University London	31	A	4	Psychology, Psychiatry & Neuroscience				Overall	10.8	5	45	40	10	0
H-0115	City University London	31	B	10	Mathematical Sciences				Overall	8.2	5	15	65	15	0
H-0115	City University London	31	B	11	Computer Science & Informatics				Overall	23.3	15	40	35	10	0
H-0115	City University London	31	B	15	General Engineering				Overall	34.95	10	35	45	10	0
H-0115	City University London	31	C	18	Economics & Econometrics				Overall	14.2	10	45	45	0	0
H-0115	City University London	31	C	19	Business & Management Studies				Overall	94.5	15	40	35	10	0
H-0115	City University London	31	C	20	Law				Overall	14.05	5	30	35	30	0
H-0115	City University London	31	C	22	Social Work & Social Policy				Overall	3	20	45	35	0	0
H-0115	City University London	31	C	23	Sociology				Overall	27.2	15	30	30	20	5
H-0115	City University London	31	D	34	Art & Design: History, Practice, Theory				Overall	4.6	5	40	50	5	0
H-0115	City University London	31	D	35	Music, Drama, Dance, Performing Arts				Overall	11	30	35	30	5	0
H-0115	City University London	31	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	11.3	15	50	30	5	0
H-0201	Courtauld Institute of Art	32	D	34	Art & Design: History, Practice, Theory				Overall	25.5	40	40	20	0	0
H-0056	Coventry University	33	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	14.2	5	5	25	55	10
H-0056	Coventry University	33	A	4	Psychology, Psychiatry & Neuroscience				Overall	1	0	0	25	65	10
H-0056	Coventry University	33	B	10	Mathematical Sciences				Overall	7	0	20	70	10	0
H-0056	Coventry University	33	B	11	Computer Science & Informatics				Overall	8.5	5	20	50	25	0
H-0056	Coventry University	33	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	8	0	25	35	30	10
H-0056	Coventry University	33	B	13	Elec Engineering, Metallurgy & Materials				Overall	13.7	0	20	35	30	15
H-0056	Coventry University	33	C	16	Architecture, Built Environment & Planning				Overall	6.1	0	20	30	40	10
H-0056	Coventry University	33	C	19	Business & Management Studies				Overall	7.2	0	20	40	35	5
H-0056	Coventry University	33	C	20	Law				Overall	7	0	5	15	70	10
H-0056	Coventry University	33	C	21	Politics & International Studies				Overall	12	5	5	45	35	10
H-0056	Coventry University	33	C	22	Social Work & Social Policy				Overall	4.8	5	20	60	15	0
H-0056	Coventry University	33	C	25	Education				Overall	12	0	20	40	30	10
H-0056	Coventry University	33	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	4	0	15	40	35	10
H-0056	Coventry University	33	D	34	Art & Design: History, Practice, Theory				Overall	25.35	5	55	20	20	0
H-0056	Coventry University	33	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	5	5	35	45	10	5
H-0002	Cranfield University	34	A	5	Biological Sciences				Overall	23.2	5	15	35	35	10
H-0002	Cranfield University	34	A	6	Agriculture, Veterinary & Food Science				Overall	27.4	0	40	45	15	0
H-0002	Cranfield University	34	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	95.81	20	40	30	10	0
H-0002	Cranfield University	34	B	15	General Engineering				Overall	42.9	5	25	50	20	0
H-0002	Cranfield University	34	C	19	Business & Management Studies				Overall	46.36	25	40	25	10	0
H-0038	University of Cumbria	35	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	12.6	0	0	10	55	35
H-0038	University of Cumbria	35	A	6	Agriculture, Veterinary & Food Science				Overall	5	0	0	35	55	10
H-0038	University of Cumbria	35	C	25	Education				Overall	9.1	0	5	25	35	35
H-0038	University of Cumbria	35	D	29	English Language & Literature				Overall	5	0	10	35	45	10
H-0038	University of Cumbria	35	D	30	History				Overall	4.6	0	20	65	10	5
H-0038	University of Cumbria	35	D	33	Theology & Religious Studies				Overall	5.4	5	10	45	35	5
H-0038	University of Cumbria	35	D	34	Art & Design: History, Practice, Theory				Overall	9.23	0	10	25	50	15
H-0015	Dartington College of Arts	36	D	34	Art & Design: History, Practice, Theory				Overall	7.7	0	0	50	50	0
H-0015	Dartington College of Arts	36	D	35	Music, Drama, Dance, Performing Arts				Overall	14.43	5	5	75	15	0
H-0068	De Montfort University	37	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	31	5	30	40	20	5
H-0068	De Montfort University	37	B	11	Computer Science & Informatics				Overall	22.3	10	35	40	15	0
H-0068	De Montfort University	37	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	10	5	45	40	10	0
H-0068	De Montfort University	37	B	13	Elec Engineering, Metallurgy & Materials				Overall	6	5	30	45	20	0
H-0068	De Montfort University	37	B	14	Civil and Construction Engineering				Overall	1	25	45	25	5	0
H-0068	De Montfort University	37	B	15	General Engineering				Overall	6	5	25	55	10	5
H-0068	De Montfort University	37	C	16	Architecture, Built Environment & Planning				Overall	14	15	50	25	10	0
H-0068	De Montfort University	37	C	19	Business & Management Studies				Overall	18.6	10	25	45	20	0
H-0068	De Montfort University	37	C	20	Law				Overall	15	0	20	45	35	0
H-0068	De Montfort University	37	C	21	Politics & International Studies				Overall	14	5	15	45	30	5
H-0068	De Montfort University	37	C	22	Social Work & Social Policy				Overall	21.2	5	25	50	20	0
H-0068	De Montfort University	37	D	29	English Language & Literature				Overall	19.8	40	20	35	5	0
H-0068	De Montfort University	37	D	30	History				Overall	14.5	0	45	40	15	0
H-0068	De Montfort University	37	D	34	Art & Design: History, Practice, Theory				Overall	17.37	5	40	25	25	5
H-0068	De Montfort University	37	D	35	Music, Drama, Dance, Performing Arts				Overall	15.3	15	40	30	15	0
H-0068	De Montfort University	37	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	12.5	25	35	30	5	5
H-0057	University of Derby	38	A	4	Psychology, Psychiatry & Neuroscience				Overall	12	0	10	45	45	0
H-0057	University of Derby	38	A	5	Biological Sciences				Overall	6	0	15	35	50	0
H-0057	University of Derby	38	D	34	Art & Design: History, Practice, Theory				Overall	9.25	5	20	45	20	10
H-0057	University of Derby	38	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	12.2	25	15	45	10	5
H-0172	University of Dundee	39	A	1	Clinical Medicine				Overall	83.7	5	60	25	10	0
H-0172	University of Dundee	39	A	2	Public Health, Health Services & Primary Care				Overall	12.5	5	40	40	10	5
H-0172	University of Dundee	39	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	45.92	10	40	35	10	5
H-0172	University of Dundee	39	A	4	Psychology, Psychiatry & Neuroscience				Overall	22	5	30	50	15	0
H-0172	University of Dundee	39	A	5	Biological Sciences				Overall	65	25	40	25	10	0
H-0172	University of Dundee	39	B	10	Mathematical Sciences				Overall	10.7	10	35	45	10	0
H-0172	University of Dundee	39	B	11	Computer Science & Informatics				Overall	15.2	15	50	30	5	0
H-0172	University of Dundee	39	B	14	Civil and Construction Engineering				Overall	16.9	15	70	15	0	0
H-0172	University of Dundee	39	B	15	General Engineering				Overall	30.9	5	30	55	10	0
H-0172	University of Dundee	39	C	16	Architecture, Built Environment & Planning				Overall	7.7	5	35	30	25	5
H-0172	University of Dundee	39	C	17	Geography, Environmental Studies & Archaeology				Overall	17.7	15	45	35	5	0
H-0172	University of Dundee	39	C	18	Economics & Econometrics				Overall	14	5	40	50	5	0
H-0172	University of Dundee	39	C	19	Business & Management Studies				Overall	19	5	35	40	20	0
H-0172	University of Dundee	39	C	20	Law				Overall	27	5	45	50	0	0
H-0172	University of Dundee	39	C	21	Politics & International Studies				Overall	9	10	20	40	30	0
H-0172	University of Dundee	39	C	22	Social Work & Social Policy				Overall	5.5	5	30	50	15	0
H-0172	University of Dundee	39	C	25	Education				Overall	13	5	15	35	35	10
H-0172	University of Dundee	39	D	29	English Language & Literature				Overall	13.6	10	35	45	10	0
H-0172	University of Dundee	39	D	30	History				Overall	16	15	50	25	10	0
H-0172	University of Dundee	39	D	32	Philosophy				Overall	7	10	35	50	5	0
H-0172	University of Dundee	39	D	34	Art & Design: History, Practice, Theory				Overall	52.4	35	20	25	20	0
H-0116	University of Durham	40	A	4	Psychology, Psychiatry & Neuroscience				Overall	31	15	45	35	5	0
H-0116	University of Durham	40	A	5	Biological Sciences				Overall	36	10	40	40	10	0
H-0116	University of Durham	40	B	7	Earth Systems & Environmental Sciences				Overall	32.2	15	55	25	5	0
H-0116	University of Durham	40	B	8	Chemistry				Overall	42.6	20	45	30	5	0
H-0116	University of Durham	40	B	9	Physics				Overall	69.5	20	40	35	5	0
H-0116	University of Durham	40	B	10	Mathematical Sciences				Overall	52.6	10	55	30	5	0
H-0116	University of Durham	40	B	11	Computer Science & Informatics				Overall	22	20	45	30	5	0
H-0116	University of Durham	40	B	15	General Engineering				Overall	31.2	10	50	30	10	0
H-0116	University of Durham	40	C	17	Geography, Environmental Studies & Archaeology				Overall	82.4	35	40	20	5	0
H-0116	University of Durham	40	C	19	Business & Management Studies				Overall	48.8	15	40	40	5	0
H-0116	University of Durham	40	C	20	Law				Overall	31	30	35	30	5	0
H-0116	University of Durham	40	C	21	Politics & International Studies				Overall	23	15	35	30	15	5
H-0116	University of Durham	40	C	22	Social Work & Social Policy				Overall	35	15	45	30	10	0
H-0116	University of Durham	40	C	24	Anthropology & Development Studies				Overall	33.6	20	35	25	15	5
H-0116	University of Durham	40	C	25	Education				Overall	30.8	20	35	30	15	0
H-0116	University of Durham	40	D	27	Area Studies				Overall	2	20	45	25	10	0
H-0116	University of Durham	40	D	28	Modern Languages				Overall	33	15	35	35	15	0
H-0116	University of Durham	40	D	29	English Language & Literature				Overall	28.6	30	30	30	10	0
H-0116	University of Durham	40	D	30	History				Overall	29	20	40	30	10	0
